ID;Coil;Prozessabfolge;Ausklinkungen;Richten
0524;C1A;simultan;aktiviert;deaktiviert
0525;C1A;simultan;aktiviert;deaktiviert
0526;C1A;simultan;aktiviert;aktiviert
0527;C1A;simultan;aktiviert;aktiviert
0528;C1A;simultan;aktiviert;aktiviert
0529;C1A;simultan;aktiviert;aktiviert
0530;C1A;simultan;aktiviert;aktiviert
0531;C1A;simultan;aktiviert;aktiviert
0532;C1A;simultan;aktiviert;aktiviert
0533;C1A;simultan;aktiviert;aktiviert
0534;C1A;simultan;aktiviert;aktiviert
0535;C1A;simultan;aktiviert;aktiviert
0536;C1A;simultan;aktiviert;aktiviert
0537;C1A;simultan;aktiviert;aktiviert
0538;C1A;simultan;aktiviert;aktiviert
0539;C1A;simultan;aktiviert;aktiviert
0540;C1A;simultan;aktiviert;aktiviert
0541;C1A;simultan;aktiviert;aktiviert
0542;C1A;simultan;aktiviert;aktiviert
0543;C1A;simultan;aktiviert;aktiviert
0544;C1A;simultan;aktiviert;aktiviert
0545;C1A;simultan;aktiviert;aktiviert
0546;C1A;simultan;aktiviert;aktiviert
0547;C1A;simultan;aktiviert;aktiviert
0548;C1A;simultan;aktiviert;aktiviert
0549;C1A;simultan;aktiviert;aktiviert
0550;C1A;simultan;aktiviert;aktiviert
0551;C1A;rechts, links;aktiviert;aktiviert
0552;C1A;rechts, links;aktiviert;aktiviert
0553;C1A;rechts, links;aktiviert;aktiviert
0554;C1A;rechts, links;aktiviert;aktiviert
0555;C1A;rechts, links;aktiviert;aktiviert
0556;C1A;rechts, links;aktiviert;aktiviert
0557;C1A;rechts, links;aktiviert;aktiviert
0558;C1A;rechts, links;aktiviert;aktiviert
0559;C1A;rechts, links;aktiviert;aktiviert
0560;C1A;rechts, links;aktiviert;aktiviert
0561;C1A;rechts, links;aktiviert;aktiviert
0562;C1A;rechts, links;aktiviert;aktiviert
0563;C1A;rechts, links;aktiviert;aktiviert
0564;C1A;rechts, links;aktiviert;aktiviert
0565;C1A;rechts, links;aktiviert;aktiviert
0566;C1A;rechts, links;aktiviert;aktiviert
0567;C1A;rechts, links;aktiviert;aktiviert
0568;C1A;rechts, links;aktiviert;aktiviert
0569;C1A;rechts, links;aktiviert;aktiviert
0570;C1A;rechts, links;aktiviert;aktiviert
0571;C1A;rechts, links;aktiviert;aktiviert
0572;C1A;rechts, links;aktiviert;aktiviert
0573;C1A;rechts, links;aktiviert;aktiviert
0574;C1A;rechts, links;aktiviert;aktiviert
0575;C1A;rechts, links;aktiviert;aktiviert
0576;C1A;rechts, links;aktiviert;deaktiviert
0577;C1A;rechts, links;aktiviert;deaktiviert
0578;C1A;rechts, links;aktiviert;deaktiviert
0579;C1A;rechts, links;aktiviert;deaktiviert
0580;C1A;rechts, links;aktiviert;deaktiviert
0581;C1A;rechts, links;aktiviert;deaktiviert
0582;C1A;rechts, links;aktiviert;deaktiviert
0583;C1A;rechts, links;aktiviert;deaktiviert
0584;C1A;rechts, links;aktiviert;deaktiviert
0585;C1A;rechts, links;aktiviert;deaktiviert
0586;C1A;rechts, links;aktiviert;deaktiviert
0587;C1A;rechts, links;aktiviert;deaktiviert
0588;C1A;rechts, links;aktiviert;deaktiviert
0589;C1A;rechts, links;aktiviert;deaktiviert
0590;C1A;rechts, links;aktiviert;deaktiviert
0591;C1A;rechts, links;aktiviert;deaktiviert
0592;C1A;rechts, links;aktiviert;deaktiviert
0593;C1A;rechts, links;aktiviert;deaktiviert
0594;C1A;rechts, links;aktiviert;deaktiviert
0595;C1A;rechts, links;aktiviert;deaktiviert
0596;C1A;rechts, links;aktiviert;deaktiviert
0597;C1A;rechts, links;aktiviert;deaktiviert
0598;C1A;rechts, links;aktiviert;deaktiviert
0599;C1A;rechts, links;aktiviert;deaktiviert
0600;C1A;rechts, links;aktiviert;deaktiviert
0601;C1A;links, rechts;aktiviert;deaktiviert
0602;C1A;links, rechts;aktiviert;deaktiviert
0603;C1A;links, rechts;aktiviert;deaktiviert
0604;C1A;links, rechts;aktiviert;deaktiviert
0605;C1A;links, rechts;aktiviert;deaktiviert
0606;C1A;links, rechts;aktiviert;deaktiviert
0607;C1A;links, rechts;aktiviert;deaktiviert
0608;C1A;links, rechts;aktiviert;deaktiviert
0609;C1A;links, rechts;aktiviert;deaktiviert
0610;C1A;links, rechts;aktiviert;deaktiviert
0611;C1A;links, rechts;aktiviert;deaktiviert
0612;C1A;links, rechts;aktiviert;deaktiviert
0613;C1A;links, rechts;aktiviert;deaktiviert
0614;C1A;links, rechts;aktiviert;deaktiviert
0615;C1A;links, rechts;aktiviert;deaktiviert
0616;C1A;links, rechts;aktiviert;deaktiviert
0617;C1A;links, rechts;aktiviert;deaktiviert
0618;C1A;links, rechts;aktiviert;deaktiviert
0619;C1A;links, rechts;aktiviert;deaktiviert
0620;C1A;links, rechts;aktiviert;deaktiviert
0621;C1A;links, rechts;aktiviert;deaktiviert
0622;C1A;links, rechts;aktiviert;deaktiviert
0623;C1A;links, rechts;aktiviert;deaktiviert
0624;C1A;links, rechts;aktiviert;deaktiviert
0625;C1A;links, rechts;aktiviert;deaktiviert
0626;C1A;links, rechts;aktiviert;aktiviert
0627;C1A;links, rechts;aktiviert;aktiviert
0628;C1A;links, rechts;aktiviert;aktiviert
0629;C1A;links, rechts;aktiviert;aktiviert
0630;C1A;links, rechts;aktiviert;aktiviert
0631;C1A;links, rechts;aktiviert;aktiviert
0632;C1A;links, rechts;aktiviert;aktiviert
0633;C1A;links, rechts;aktiviert;aktiviert
0634;C1A;links, rechts;aktiviert;aktiviert
0635;C1A;links, rechts;aktiviert;aktiviert
0636;C1A;links, rechts;aktiviert;aktiviert
0637;C1A;links, rechts;aktiviert;aktiviert
0638;C1A;links, rechts;aktiviert;aktiviert
0639;C1A;links, rechts;aktiviert;aktiviert
0640;C1A;links, rechts;aktiviert;aktiviert
0641;C1A;links, rechts;aktiviert;aktiviert
0642;C1A;links, rechts;aktiviert;aktiviert
0643;C1A;links, rechts;aktiviert;aktiviert
0644;C1A;links, rechts;aktiviert;aktiviert
0645;C1A;links, rechts;aktiviert;aktiviert
0646;C1A;links, rechts;aktiviert;aktiviert
0647;C1A;links, rechts;aktiviert;aktiviert
0648;C1A;links, rechts;aktiviert;aktiviert
0649;C1A;links, rechts;aktiviert;aktiviert
0650;C1A;links, rechts;aktiviert;aktiviert
0651;C1A;rechts - halten, links;aktiviert;aktiviert
0652;C1A;rechts - halten, links;aktiviert;aktiviert
0653;C1A;rechts - halten, links;aktiviert;aktiviert
0654;C1A;rechts - halten, links;aktiviert;aktiviert
0655;C1A;rechts - halten, links;aktiviert;aktiviert
0656;C1A;rechts - halten, links;aktiviert;aktiviert
0657;C1A;rechts - halten, links;aktiviert;aktiviert
0658;C1A;rechts - halten, links;aktiviert;aktiviert
0659;C1A;rechts - halten, links;aktiviert;aktiviert
0660;C1A;rechts - halten, links;aktiviert;aktiviert
0661;C1A;rechts - halten, links;aktiviert;aktiviert
0662;C1A;rechts - halten, links;aktiviert;aktiviert
0663;C1A;rechts - halten, links;aktiviert;aktiviert
0664;C1A;rechts - halten, links;aktiviert;aktiviert
0665;C1A;rechts - halten, links;aktiviert;aktiviert
0666;C1A;rechts - halten, links;aktiviert;aktiviert
0667;C1A;rechts - halten, links;aktiviert;aktiviert
0668;C1A;rechts - halten, links;aktiviert;aktiviert
0669;C1A;rechts - halten, links;aktiviert;aktiviert
0670;C1A;rechts - halten, links;aktiviert;aktiviert
0671;C1A;rechts - halten, links;aktiviert;aktiviert
0672;C1A;rechts - halten, links;aktiviert;aktiviert
0673;C1A;rechts - halten, links;aktiviert;aktiviert
0674;C1A;rechts - halten, links;aktiviert;aktiviert
0675;C1A;rechts - halten, links;aktiviert;aktiviert
0676;C1A;rechts - halten, links;aktiviert;deaktiviert
0677;C1A;rechts - halten, links;aktiviert;deaktiviert
0678;C1A;rechts - halten, links;aktiviert;deaktiviert
0679;C1A;rechts - halten, links;aktiviert;deaktiviert
0680;C1A;rechts - halten, links;aktiviert;deaktiviert
0681;C1A;rechts - halten, links;aktiviert;deaktiviert
0682;C1A;rechts - halten, links;aktiviert;deaktiviert
0683;C1A;rechts - halten, links;aktiviert;deaktiviert
0684;C1A;rechts - halten, links;aktiviert;deaktiviert
0685;C1A;rechts - halten, links;aktiviert;deaktiviert
0686;C1A;rechts - halten, links;aktiviert;deaktiviert
0687;C1A;rechts - halten, links;aktiviert;deaktiviert
0688;C1A;rechts - halten, links;aktiviert;deaktiviert
0689;C1A;rechts - halten, links;aktiviert;deaktiviert
0690;C1A;rechts - halten, links;aktiviert;deaktiviert
0691;C1A;rechts - halten, links;aktiviert;deaktiviert
0692;C1A;rechts - halten, links;aktiviert;deaktiviert
0693;C1A;rechts - halten, links;aktiviert;deaktiviert
0694;C1A;rechts - halten, links;aktiviert;deaktiviert
0695;C1A;rechts - halten, links;aktiviert;deaktiviert
0696;C1A;rechts - halten, links;aktiviert;deaktiviert
0697;C1A;rechts - halten, links;aktiviert;deaktiviert
0698;C1A;rechts - halten, links;aktiviert;deaktiviert
0699;C1A;rechts - halten, links;aktiviert;deaktiviert
0700;C1A;rechts - halten, links;aktiviert;deaktiviert
0701;C1A;links - halten, rechts;aktiviert;deaktiviert
0702;C1A;links - halten, rechts;aktiviert;deaktiviert
0703;C1A;links - halten, rechts;aktiviert;deaktiviert
0704;C1A;links - halten, rechts;aktiviert;deaktiviert
0705;C1A;links - halten, rechts;aktiviert;deaktiviert
0706;C1A;links - halten, rechts;aktiviert;deaktiviert
0707;C1A;links - halten, rechts;aktiviert;deaktiviert
0708;C1A;links - halten, rechts;aktiviert;deaktiviert
0709;C1A;links - halten, rechts;aktiviert;deaktiviert
0710;C1A;links - halten, rechts;aktiviert;deaktiviert
0711;C1A;links - halten, rechts;aktiviert;deaktiviert
0712;C1A;links - halten, rechts;aktiviert;deaktiviert
0713;C1A;links - halten, rechts;aktiviert;deaktiviert
0714;C1A;links - halten, rechts;aktiviert;deaktiviert
0715;C1A;links - halten, rechts;aktiviert;deaktiviert
0716;C1A;links - halten, rechts;aktiviert;deaktiviert
0717;C1A;links - halten, rechts;aktiviert;deaktiviert
0718;C1A;links - halten, rechts;aktiviert;deaktiviert
0719;C1A;links - halten, rechts;aktiviert;deaktiviert
0720;C1A;links - halten, rechts;aktiviert;deaktiviert
0721;C1A;links - halten, rechts;aktiviert;deaktiviert
0722;C1A;links - halten, rechts;aktiviert;deaktiviert
0723;C1A;links - halten, rechts;aktiviert;deaktiviert
0724;C1A;links - halten, rechts;aktiviert;deaktiviert
0725;C1A;links - halten, rechts;aktiviert;deaktiviert
0726;C1A;links - halten, rechts;aktiviert;aktiviert
0727;C1A;links - halten, rechts;aktiviert;aktiviert
0728;C1A;links - halten, rechts;aktiviert;aktiviert
0729;C1A;links - halten, rechts;aktiviert;aktiviert
0730;C1A;links - halten, rechts;aktiviert;aktiviert
0731;C1A;links - halten, rechts;aktiviert;aktiviert
0732;C1A;links - halten, rechts;aktiviert;aktiviert
0733;C1A;links - halten, rechts;aktiviert;aktiviert
0734;C1A;links - halten, rechts;aktiviert;aktiviert
0735;C1A;links - halten, rechts;aktiviert;aktiviert
0736;C1A;links - halten, rechts;aktiviert;aktiviert
0737;C1A;links - halten, rechts;aktiviert;aktiviert
0738;C1A;links - halten, rechts;aktiviert;aktiviert
0739;C1A;links - halten, rechts;aktiviert;aktiviert
0740;C1A;links - halten, rechts;aktiviert;aktiviert
0741;C1A;links - halten, rechts;aktiviert;aktiviert
0742;C1A;links - halten, rechts;aktiviert;aktiviert
0743;C1A;links - halten, rechts;aktiviert;aktiviert
0744;C1A;links - halten, rechts;aktiviert;aktiviert
0745;C1A;links - halten, rechts;aktiviert;aktiviert
0746;C1A;links - halten, rechts;aktiviert;aktiviert
0747;C1A;links - halten, rechts;aktiviert;aktiviert
0748;C1A;links - halten, rechts;aktiviert;aktiviert
0749;C1A;links - halten, rechts;aktiviert;aktiviert
0750;C1A;links - halten, rechts;aktiviert;aktiviert
0751;C1A;simultan;deaktiviert;aktiviert
0752;C1A;simultan;deaktiviert;aktiviert
0753;C1A;simultan;deaktiviert;aktiviert
0754;C1A;simultan;deaktiviert;aktiviert
0755;C1A;simultan;deaktiviert;aktiviert
0756;C1A;simultan;deaktiviert;aktiviert
0757;C1A;simultan;deaktiviert;aktiviert
0758;C1A;simultan;deaktiviert;aktiviert
0759;C1A;simultan;deaktiviert;aktiviert
0760;C1A;simultan;deaktiviert;aktiviert
0761;C1A;simultan;deaktiviert;aktiviert
0762;C1A;simultan;deaktiviert;aktiviert
0763;C1A;simultan;deaktiviert;aktiviert
0764;C1A;simultan;deaktiviert;aktiviert
0765;C1A;simultan;deaktiviert;aktiviert
0766;C1A;simultan;deaktiviert;aktiviert
0767;C1A;simultan;deaktiviert;aktiviert
0768;C1A;simultan;deaktiviert;aktiviert
0769;C1A;simultan;deaktiviert;aktiviert
0770;C1A;simultan;deaktiviert;aktiviert
0771;C1A;simultan;deaktiviert;aktiviert
0772;C1A;simultan;deaktiviert;aktiviert
0773;C1A;simultan;deaktiviert;aktiviert
0774;C1A;simultan;deaktiviert;aktiviert
0775;C1A;simultan;deaktiviert;aktiviert
0776;C1A;simultan;deaktiviert;deaktiviert
0777;C1A;simultan;deaktiviert;deaktiviert
0778;C1A;simultan;deaktiviert;deaktiviert
0779;C1A;simultan;deaktiviert;deaktiviert
0780;C1A;simultan;deaktiviert;deaktiviert
0781;C1A;simultan;deaktiviert;deaktiviert
0782;C1A;simultan;deaktiviert;deaktiviert
0783;C1A;simultan;deaktiviert;deaktiviert
0784;C1A;simultan;deaktiviert;deaktiviert
0785;C1A;simultan;deaktiviert;deaktiviert
0786;C1A;simultan;deaktiviert;deaktiviert
0787;C1A;simultan;deaktiviert;deaktiviert
0788;C1A;simultan;deaktiviert;deaktiviert
0789;C1A;simultan;deaktiviert;deaktiviert
0790;C1A;simultan;deaktiviert;deaktiviert
0791;C1A;simultan;deaktiviert;deaktiviert
0792;C1A;simultan;deaktiviert;deaktiviert
0793;C1A;simultan;deaktiviert;deaktiviert
0794;C1A;simultan;deaktiviert;deaktiviert
0795;C1A;simultan;deaktiviert;deaktiviert
0796;C1A;simultan;deaktiviert;deaktiviert
0797;C1A;simultan;deaktiviert;deaktiviert
0798;C1A;simultan;deaktiviert;deaktiviert
0799;C1A;simultan;deaktiviert;deaktiviert
0800;C1A;simultan;deaktiviert;deaktiviert
0801;C1A;rechts, links;deaktiviert;deaktiviert
0802;C1A;rechts, links;deaktiviert;deaktiviert
0803;C1A;rechts, links;deaktiviert;deaktiviert
0804;C1A;rechts, links;deaktiviert;deaktiviert
0805;C1A;rechts, links;deaktiviert;deaktiviert
0806;C1A;rechts, links;deaktiviert;deaktiviert
0807;C1A;rechts, links;deaktiviert;deaktiviert
0808;C1A;rechts, links;deaktiviert;deaktiviert
0809;C1A;rechts, links;deaktiviert;deaktiviert
0810;C1A;rechts, links;deaktiviert;deaktiviert
0811;C1A;rechts, links;deaktiviert;deaktiviert
0812;C1A;rechts, links;deaktiviert;deaktiviert
0813;C1A;rechts, links;deaktiviert;deaktiviert
0814;C1A;rechts, links;deaktiviert;deaktiviert
0815;C1A;rechts, links;deaktiviert;deaktiviert
0816;C1A;rechts, links;deaktiviert;deaktiviert
0817;C1A;rechts, links;deaktiviert;deaktiviert
0818;C1A;rechts, links;deaktiviert;deaktiviert
0819;C1A;rechts, links;deaktiviert;deaktiviert
0820;C1A;rechts, links;deaktiviert;deaktiviert
0821;C1A;rechts, links;deaktiviert;deaktiviert
0822;C1A;rechts, links;deaktiviert;deaktiviert
0823;C1A;rechts, links;deaktiviert;deaktiviert
0824;C1A;rechts, links;deaktiviert;deaktiviert
0825;C1A;rechts, links;deaktiviert;deaktiviert
0826;C1A;rechts, links;deaktiviert;aktiviert
0827;C1A;rechts, links;deaktiviert;aktiviert
0828;C1A;rechts, links;deaktiviert;aktiviert
0829;C1A;rechts, links;deaktiviert;aktiviert
0830;C1A;rechts, links;deaktiviert;aktiviert
0831;C1A;rechts, links;deaktiviert;aktiviert
0832;C1A;rechts, links;deaktiviert;aktiviert
0833;C1A;rechts, links;deaktiviert;aktiviert
0834;C1A;rechts, links;deaktiviert;aktiviert
0835;C1M;rechts, links;deaktiviert;aktiviert
0836;C1M;rechts, links;deaktiviert;aktiviert
0837;C1M;rechts, links;deaktiviert;aktiviert
0838;C1M;rechts, links;deaktiviert;aktiviert
0839;C1M;rechts, links;deaktiviert;aktiviert
0840;C1M;rechts, links;deaktiviert;aktiviert
0841;C1M;rechts, links;deaktiviert;aktiviert
0842;C1M;rechts, links;deaktiviert;aktiviert
0843;C1M;rechts, links;deaktiviert;aktiviert
0844;C1M;rechts, links;deaktiviert;aktiviert
0845;C1M;rechts, links;deaktiviert;aktiviert
0846;C1M;rechts, links;deaktiviert;aktiviert
0847;C1M;rechts, links;deaktiviert;aktiviert
0848;C1M;rechts, links;deaktiviert;aktiviert
0849;C1M;rechts, links;deaktiviert;aktiviert
0850;C1M;rechts, links;deaktiviert;aktiviert
0851;C1M;links, rechts;deaktiviert;aktiviert
0852;C1M;links, rechts;deaktiviert;aktiviert
0853;C1M;links, rechts;deaktiviert;aktiviert
0854;C1M;links, rechts;deaktiviert;aktiviert
0855;C1M;links, rechts;deaktiviert;aktiviert
0856;C1M;links, rechts;deaktiviert;aktiviert
0857;C1M;links, rechts;deaktiviert;aktiviert
0858;C1M;links, rechts;deaktiviert;aktiviert
0859;C1M;links, rechts;deaktiviert;aktiviert
0860;C1M;links, rechts;deaktiviert;aktiviert
0861;C1M;links, rechts;deaktiviert;aktiviert
0862;C1M;links, rechts;deaktiviert;aktiviert
0863;C1M;links, rechts;deaktiviert;aktiviert
0864;C1M;links, rechts;deaktiviert;aktiviert
0865;C1M;links, rechts;deaktiviert;aktiviert
0866;C1M;links, rechts;deaktiviert;aktiviert
0867;C1M;links, rechts;deaktiviert;aktiviert
0868;C1M;links, rechts;deaktiviert;aktiviert
0869;C1M;links, rechts;deaktiviert;aktiviert
0870;C1M;links, rechts;deaktiviert;aktiviert
0871;C1M;links, rechts;deaktiviert;aktiviert
0872;C1M;links, rechts;deaktiviert;aktiviert
0873;C1M;links, rechts;deaktiviert;aktiviert
0874;C1M;links, rechts;deaktiviert;aktiviert
0875;C1M;links, rechts;deaktiviert;aktiviert
0876;C1M;links, rechts;deaktiviert;deaktiviert
0877;C1M;links, rechts;deaktiviert;deaktiviert
0878;C1M;links, rechts;deaktiviert;deaktiviert
0879;C1M;links, rechts;deaktiviert;deaktiviert
0880;C1M;links, rechts;deaktiviert;deaktiviert
0881;C1M;links, rechts;deaktiviert;deaktiviert
0882;C1M;links, rechts;deaktiviert;deaktiviert
0883;C1M;links, rechts;deaktiviert;deaktiviert
0884;C1M;links, rechts;deaktiviert;deaktiviert
0885;C1M;links, rechts;deaktiviert;deaktiviert
0886;C1M;links, rechts;deaktiviert;deaktiviert
0887;C1M;links, rechts;deaktiviert;deaktiviert
0888;C1M;links, rechts;deaktiviert;deaktiviert
0889;C1M;links, rechts;deaktiviert;deaktiviert
0890;C1M;links, rechts;deaktiviert;deaktiviert
0891;C1M;links, rechts;deaktiviert;deaktiviert
0892;C1M;links, rechts;deaktiviert;deaktiviert
0893;C1M;links, rechts;deaktiviert;deaktiviert
0894;C1M;links, rechts;deaktiviert;deaktiviert
0895;C1M;links, rechts;deaktiviert;deaktiviert
0896;C1M;links, rechts;deaktiviert;deaktiviert
0897;C1M;links, rechts;deaktiviert;deaktiviert
0898;C1M;links, rechts;deaktiviert;deaktiviert
0899;C1M;links, rechts;deaktiviert;deaktiviert
0900;C1M;links, rechts;deaktiviert;deaktiviert
0901;C1M;rechts - halten, links;deaktiviert;deaktiviert
0902;C1M;rechts - halten, links;deaktiviert;deaktiviert
0903;C1M;rechts - halten, links;deaktiviert;deaktiviert
0904;C1M;rechts - halten, links;deaktiviert;deaktiviert
0905;C1M;rechts - halten, links;deaktiviert;deaktiviert
0906;C1M;rechts - halten, links;deaktiviert;deaktiviert
0907;C1M;rechts - halten, links;deaktiviert;deaktiviert
0908;C1M;rechts - halten, links;deaktiviert;deaktiviert
0909;C1M;rechts - halten, links;deaktiviert;deaktiviert
0910;C1M;rechts - halten, links;deaktiviert;deaktiviert
0911;C1M;rechts - halten, links;deaktiviert;deaktiviert
0912;C1M;rechts - halten, links;deaktiviert;deaktiviert
0913;C1M;rechts - halten, links;deaktiviert;deaktiviert
0914;C1M;rechts - halten, links;deaktiviert;deaktiviert
0915;C1M;rechts - halten, links;deaktiviert;deaktiviert
0916;C1M;rechts - halten, links;deaktiviert;deaktiviert
0917;C1M;rechts - halten, links;deaktiviert;deaktiviert
0918;C1M;rechts - halten, links;deaktiviert;deaktiviert
0919;C1M;rechts - halten, links;deaktiviert;deaktiviert
0920;C1M;rechts - halten, links;deaktiviert;deaktiviert
0921;C1M;rechts - halten, links;deaktiviert;deaktiviert
0922;C1M;rechts - halten, links;deaktiviert;deaktiviert
0923;C1M;rechts - halten, links;deaktiviert;deaktiviert
0924;C1M;rechts - halten, links;deaktiviert;deaktiviert
0925;C1M;rechts - halten, links;deaktiviert;deaktiviert
0926;C1M;rechts - halten, links;deaktiviert;aktiviert
0927;C1M;rechts - halten, links;deaktiviert;aktiviert
0928;C1M;rechts - halten, links;deaktiviert;aktiviert
0929;C1M;rechts - halten, links;deaktiviert;aktiviert
0930;C1M;rechts - halten, links;deaktiviert;aktiviert
0931;C1M;rechts - halten, links;deaktiviert;aktiviert
0932;C1M;rechts - halten, links;deaktiviert;aktiviert
0933;C1M;rechts - halten, links;deaktiviert;aktiviert
0934;C1M;rechts - halten, links;deaktiviert;aktiviert
0935;C1M;rechts - halten, links;deaktiviert;aktiviert
0936;C1M;rechts - halten, links;deaktiviert;aktiviert
0937;C1M;rechts - halten, links;deaktiviert;aktiviert
0938;C1M;rechts - halten, links;deaktiviert;aktiviert
0939;C1M;rechts - halten, links;deaktiviert;aktiviert
0940;C1M;rechts - halten, links;deaktiviert;aktiviert
0941;C1M;rechts - halten, links;deaktiviert;aktiviert
0942;C1M;rechts - halten, links;deaktiviert;aktiviert
0943;C1M;rechts - halten, links;deaktiviert;aktiviert
0944;C1M;rechts - halten, links;deaktiviert;aktiviert
0945;C1M;rechts - halten, links;deaktiviert;aktiviert
0946;C1M;rechts - halten, links;deaktiviert;aktiviert
0947;C1M;rechts - halten, links;deaktiviert;aktiviert
0948;C1M;rechts - halten, links;deaktiviert;aktiviert
0949;C1M;rechts - halten, links;deaktiviert;aktiviert
0950;C1M;rechts - halten, links;deaktiviert;aktiviert
0951;C1M;links - halten, rechts;deaktiviert;aktiviert
0952;C1M;links - halten, rechts;deaktiviert;aktiviert
0953;C1M;links - halten, rechts;deaktiviert;aktiviert
0954;C1M;links - halten, rechts;deaktiviert;aktiviert
0955;C1M;links - halten, rechts;deaktiviert;aktiviert
0956;C1M;links - halten, rechts;deaktiviert;aktiviert
0957;C1M;links - halten, rechts;deaktiviert;aktiviert
0958;C1M;links - halten, rechts;deaktiviert;aktiviert
0959;C1M;links - halten, rechts;deaktiviert;aktiviert
0960;C1M;links - halten, rechts;deaktiviert;aktiviert
0961;C1M;links - halten, rechts;deaktiviert;aktiviert
0962;C1M;links - halten, rechts;deaktiviert;aktiviert
0963;C1M;links - halten, rechts;deaktiviert;aktiviert
0964;C1M;links - halten, rechts;deaktiviert;aktiviert
0965;C1M;links - halten, rechts;deaktiviert;aktiviert
0966;C1M;links - halten, rechts;deaktiviert;aktiviert
0967;C1M;links - halten, rechts;deaktiviert;aktiviert
0968;C1M;links - halten, rechts;deaktiviert;aktiviert
0969;C1M;links - halten, rechts;deaktiviert;aktiviert
0970;C1M;links - halten, rechts;deaktiviert;aktiviert
0971;C1M;links - halten, rechts;deaktiviert;aktiviert
0972;C1M;links - halten, rechts;deaktiviert;aktiviert
0973;C1M;links - halten, rechts;deaktiviert;aktiviert
0974;C1M;links - halten, rechts;deaktiviert;aktiviert
0975;C1M;links - halten, rechts;deaktiviert;aktiviert
0976;C1M;links - halten, rechts;deaktiviert;deaktiviert
0977;C1M;links - halten, rechts;deaktiviert;deaktiviert
0978;C1M;links - halten, rechts;deaktiviert;deaktiviert
0979;C1M;links - halten, rechts;deaktiviert;deaktiviert
0980;C1M;links - halten, rechts;deaktiviert;deaktiviert
0981;C1M;links - halten, rechts;deaktiviert;deaktiviert
0982;C1M;links - halten, rechts;deaktiviert;deaktiviert
0983;C1M;links - halten, rechts;deaktiviert;deaktiviert
0984;C1M;links - halten, rechts;deaktiviert;deaktiviert
0985;C1M;links - halten, rechts;deaktiviert;deaktiviert
0986;C1M;links - halten, rechts;deaktiviert;deaktiviert
0987;C1M;links - halten, rechts;deaktiviert;deaktiviert
0988;C1M;links - halten, rechts;deaktiviert;deaktiviert
0989;C1M;links - halten, rechts;deaktiviert;deaktiviert
0990;C1M;links - halten, rechts;deaktiviert;deaktiviert
0991;C1M;links - halten, rechts;deaktiviert;deaktiviert
0992;C1M;links - halten, rechts;deaktiviert;deaktiviert
0993;C1M;links - halten, rechts;deaktiviert;deaktiviert
0994;C1M;links - halten, rechts;deaktiviert;deaktiviert
0995;C1M;links - halten, rechts;deaktiviert;deaktiviert
0996;C1M;links - halten, rechts;deaktiviert;deaktiviert
0997;C1M;links - halten, rechts;deaktiviert;deaktiviert
0998;C1M;links - halten, rechts;deaktiviert;deaktiviert
0999;C1M;links - halten, rechts;deaktiviert;deaktiviert
1000;C1M;links - halten, rechts;deaktiviert;deaktiviert
1001;C1M;simultan;aktiviert;deaktiviert
1002;C1M;simultan;aktiviert;deaktiviert
1003;C1M;simultan;aktiviert;deaktiviert
1004;C1M;simultan;aktiviert;deaktiviert
1005;C1M;simultan;aktiviert;deaktiviert
1006;C1M;simultan;aktiviert;deaktiviert
1007;C1M;simultan;aktiviert;deaktiviert
1008;C1M;simultan;aktiviert;deaktiviert
1009;C1M;simultan;aktiviert;deaktiviert
1010;C1M;simultan;aktiviert;deaktiviert
1011;C1M;simultan;aktiviert;deaktiviert
1012;C1M;simultan;aktiviert;deaktiviert
1013;C1M;simultan;aktiviert;deaktiviert
1014;C1M;simultan;aktiviert;deaktiviert
1015;C1M;simultan;aktiviert;deaktiviert
1016;C1M;simultan;aktiviert;deaktiviert
1017;C1M;simultan;aktiviert;deaktiviert
1018;C1M;simultan;aktiviert;deaktiviert
1019;C1M;simultan;aktiviert;deaktiviert
1020;C1M;simultan;aktiviert;deaktiviert
1021;C1M;simultan;aktiviert;deaktiviert
1022;C1M;simultan;aktiviert;deaktiviert
1023;C1M;simultan;aktiviert;deaktiviert
1024;C1M;simultan;aktiviert;deaktiviert
1025;C1M;simultan;aktiviert;deaktiviert
1026;C1M;simultan;aktiviert;aktiviert
1027;C1M;simultan;aktiviert;aktiviert
1028;C1M;simultan;aktiviert;aktiviert
1029;C1M;simultan;aktiviert;aktiviert
1030;C1M;simultan;aktiviert;aktiviert
1031;C1M;simultan;aktiviert;aktiviert
1032;C1M;simultan;aktiviert;aktiviert
1033;C1M;simultan;aktiviert;aktiviert
1034;C1M;simultan;aktiviert;aktiviert
1035;C1M;simultan;aktiviert;aktiviert
1036;C1M;simultan;aktiviert;aktiviert
1037;C1M;simultan;aktiviert;aktiviert
1038;C1M;simultan;aktiviert;aktiviert
1039;C1M;simultan;aktiviert;aktiviert
1040;C1M;simultan;aktiviert;aktiviert
1041;C1M;simultan;aktiviert;aktiviert
1042;C1M;simultan;aktiviert;aktiviert
1043;C1M;simultan;aktiviert;aktiviert
1044;C1M;simultan;aktiviert;aktiviert
1045;C1M;simultan;aktiviert;aktiviert
1046;C1M;simultan;aktiviert;aktiviert
1047;C1M;simultan;aktiviert;aktiviert
